question,references,corpus_id
What is the significance of the Pα-O3’ distance in the context of NTP incorporation in SARS-CoV-2 RdRp?,"[{""content"": ""(fig. 2c and 2e). our results demonstrated that utp can always form stable base pairing with remdesivir embedded at +1 site of the template strand (hydrogen bonding probability = 95.6\\%), resembling that for the utp:a base pair (hydrogen bonding probability = 93.6\\%) (fig. 2d). moreover,"", ""start_index"": 6241, ""end_index"": 6488}]",94
What is the observed effect of Remdesivir on the thermal stability of the pre- and post-translocation states of SARS-CoV-2 RdRp?,"[{""content"": ""s (see si section 3 for details). intriguingly, we found that the 1\u2019-cyano group of remdesivir would clash with the side chain of v557 when it moves from +2 to +1 site (fig."", ""start_index"": 9738, ""end_index"": 9932}]",94
"What is the natural abundance of the 11B isotope, and why is it more suitable for NMR investigations compared to 10B?","[{""content"": ""om +2 to +1 site was hindered, as the 1\u2019-cyano group of remdesivir would sterically clash with v557. moreo"", ""start_index"": 1698, ""end_index"": 2014}]",95
Why do the boron atoms in B7H7^2- exhibit less shielding despite having higher electron density?,"[{""content"": ""emdesivir exerts no extra influence and the bulkier side chain upon v557l mutation would spontaneously rotate to leave sufficient space along the translocation pathway."", ""start_index"": 3690, ""end_index"": 4110}]",95
How does the π-donating ability of substituents affect 11B NMR chemical shifts?,"[{""content"": ""emdesivir from +2 to +1 site. our calculations have rationalized the kinetic steady-state experimental data that the utp incorporation opposite to remdesivir is 5-fold more efficient with v557l mutation. moreover,"", ""start_index"": 6590, ""end_index"": 7010}]",95
What dynamic motion is parameterized in the MFU-4l metal-organic framework for CO2 capture?,"[{""content"": ""n 1.1 for details). the distance between the p\u03b1 atom of utp and the o3' atom of the 3\u2019-terminal of nascent strand (p\u03b1-o3\u2019 distance, fig. 2a) below 4 a\u030a has been suggested to be necessary for efficient catalysis and formation of phosphodiester bond\\textsuperscript28,"", ""start_index"": 2065, ""end_index"": 2280}]",96
What is the stoichiometric difference between bicarbonate and carbonate mechanisms in hydroxide-based CO2 capture?,"[{""content"": ""the thermal stability of both states. our results have demonstrated that when remdesivir is present in both states, the base pairs at -1, -2 and -3 site are well maintained (hydrogen bonding probabilities > 85%),"", ""start_index"": 4822, ""end_index"": 5153}]",96
What are the quadrupolar parameters derived from 17O NMR quadrupolar lineshapes?,"[{""content"": ""and 13c with a \u2018nuclear spin\u2019 i = 1\u20442, both naturally occurring isotopes of boron i.e. 10b (i = 3) and 11b (i = 5/2) are nmr active; however, the latter is more versatile than the erstwhile for nmr investigations by virtue of the fact that 10b has a natural abundance of only 19.6%, whereas 11b exhibits a natural abundance of 80.4%, as"", ""start_index"": 7790, ""end_index"": 8210}]",96
What is the significance of hydroxyl environments in bicarbonates in 17O NMR spectra?,"[{""content"": ""b_9h_15; *nota bene*: for simplicity protons are omitted from the borane cluster. on the other hand, in stark contrast to other nmr active nuclei, electron density does not appear to preponderate over other factors in determining the position of chemical shifts in 11b nmr spectra, as the boron atoms of higher electron density in b_7h_72 are less shielded than their counterparts of lower electron density in the same cluster."", ""start_index"": 13070, ""end_index"": 13336}]",96
What is the role of machine learning force fields (MLFFs) in the study of dynamic NMR effects?,"[{""content"": ""11b nmr. the belief that the determinant factor in the position of chemical shifts in 11b nmr spectra is the \\pi-donating ability of substituents on boron, implies that diethylamino substituents on boron should bring about upfield shifts for the 11b signals in their nmr spectra, relative to that from \u2013ome by virtue of the fact that \u2013net_2 is mesmerically more \\pi-donating than \u2013ome. however, this effect appears to be r"", ""start_index"": 18877, ""end_index"": 19158}]",96
What is the effect of dynamic motion on the observed NMR spectrum?,"[{""content"": ""nt on static dft predictions. in mfu-4l, we parameterise, in a pre-determined fashion, a two-component dynamic motion of the bicarbonate motif involving a rapid carbonyl seesaw motion and intermediate hydroxyl proton hopping. for khco"", ""start_index"": 17259, ""end_index"": 17494}]",96
What electronic structure method was used to assess noncovalent interaction energetics in the study?,"[{""content"": ""sorbents.20\u201322 most notably - for all hydroxide-based sorbents - there is the fundamental stoichiometric difference between bicarbonate (eq. 2) and carbonate (eq. 3) mechanisms, with a bicarbonate product mechanism capturing twice the number of co_2 molecules per hydroxide molecule, compared to a carbonate product process. in addition,"", ""start_index"": 752, ""end_index"": 972}]",97
Which amino acid substitutions were analyzed for their impact on ACE2 affinity between SARS-CoV and 2019-nCoV?,"[{""content"": ""particularly, with the quadrupolar nature of 17o (i = 5/2), additional site-specific information is accessible from the quadrupolar parameters (c_q and \\eta_q) derived from the observed nmr quadrupolar lineshapes: c_q, characterising the magnitude of the quadrupolar interaction (expressed in the linewidth), and \\eta_q, the asymmetry of the interaction (expressed as lineshape geometry) - see section 4.5 for full definition"", ""start_index"": 4550, ""end_index"": 4699}]",97
What is the significance of the interaction 1-SARS-b in the study?,"[{""content"": ""no metal-bicarbonate bond is present. notably, the hydroxyl environments in bicarbonates are thus predicted to be readily distinguished in an experimental spectrum (and additionally from any h_2o oxygens present), allowing for bicarbonate and carbonate products to be distinguished."", ""start_index"": 15663, ""end_index"": 15895}]",97
What statistical measures were used to describe the interaction space for SARS-CoV and 2019-nCoV?,"[{""content"": ""ulation time and system size. the cost can be circumvented through the use of machine learning force fields (mlffs), which are trained on a set of ab-initio reference calculations, such as dft, and then used to predict energies and forces on unseen configurations at near ab-initio accuracy.33\u201336,7"", ""start_index"": 17015, ""end_index"": 17177}]",97
What is the significance of the S-π stabilization in the interactions studied?,"[{""content"": ""predictions of 9.0-9.1 mhz. these phenomena are most likely explained by some degree of dynamic motion (e.g. fig. 2a) partially averaging some of the quadrupolar interaction, and providing chemical equivalence of the two carbonyl environments. in order"", ""start_index"": 15493, ""end_index"": 15682}]",97
How does the study challenge previous predictions about ACE2 affinity for 2019-nCoV?,"[{""content"": ""adopt similar folded structures). in the present paper, noncovalent interaction energetics associated with said substitutions are assessed by means of b3lyp/tzvp electronic structure calculations on a representative set of geometries \u2013 cho"", ""start_index"": 1071, ""end_index"": 1238}]",97
